company_acer,company_apple,company_asus,company_dell,company_hp,company_lenovo,company_lg,company_msi,company_other (chinease/korean),company_other (european/american),company_samsung,company_toshiba,cpu_brand,cpu_cores,cpu_mark,cpu_name,cpu_name_key,cpu_thread_mark,gpu_brand,gpu_g2d_mark,gpu_g3d_mark,gpu_name,gpu_name_key,inches,memory_flash_storage,memory_hdd,memory_hybrid,memory_primary,memory_secondary,memory_ssd,opsys_android,opsys_chrome os,opsys_linux,opsys_macos,opsys_windows 10,opsys_windows 7,price_bracket,price_euros,ram_gb,screen_panel_ips,screen_resolution_l,screen_resolution_w,screen_retina_display,screen_touchscreen,typename_2 in 1 convertible,typename_gaming,typename_notebook,typename_ultrabook,weight_kg
0,0,1,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,999.0,8,0,1080,1920,0,0,0,1,0,0,2.5
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,3745,Intel Core i5 7300U 2.6GHz,Intel Core i5-7300U @ 2.60GHz,1965,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1268.0,8,0,1080,1920,0,0,0,0,1,0,1.48
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5940,Intel Core i5 8250U 1.6GHz,Intel Core i5-8250U @ 1.60GHz,1932,Nvidia,171,1504,Nvidia GeForce 940MX                              ,GeForce 940MX                                     ,15.6,0,1,0,128.0,1000.0,1,0,0,0,0,1,0,Mid Range,1049.0,8,1,1080,1920,0,0,0,0,0,1,1.9
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1144.0,8,0,1080,1920,0,0,0,0,1,0,1.84
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,1128,Intel Celeron Dual Core N3350 1.1GHz,Intel Celeron N3350 @ 1.10GHz,809,Intel,218,922,Intel HD Graphics 500                             ,Intel HD Graphics 620                             ,15.6,0,1,0,1000.0,0.0,0,0,0,1,0,0,0,Budget,274.99,4,0,768,1366,0,0,0,0,1,0,2.0
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5940,Intel Core i5 8250U 1.6GHz,Intel Core i5-8250U @ 1.60GHz,1932,Nvidia,171,1504,Nvidia GeForce 940MX                              ,GeForce 940MX                                     ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1142.75,8,0,1080,1920,0,0,0,0,1,0,2.0
0,0,0,1,0,0,0,0,0,0,0,0,Intel,2,664,Intel Celeron Dual Core N3060 1.6GHz,Intel Celeron N3060 @ 1.60GHz,629,Intel,218,922,Intel HD Graphics                                 ,Intel HD Graphics 620                             ,15.6,0,1,0,500.0,0.0,0,0,0,1,0,0,0,Budget,274.9,4,0,768,1366,0,0,0,0,1,0,2.2
0,0,0,0,0,1,0,0,0,0,0,0,AMD,4,2608,AMD A12-Series 9720P 3.6GHz,AMD A12-9720P,1326,AMD,579,1012,AMD Radeon 530                                    ,RadeonT R5 430                                    ,15.6,0,1,0,2000.0,0.0,0,0,0,0,0,1,0,Mid Range,899.0,12,0,1080,1920,0,0,0,0,1,0,2.2
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,2719,Intel Core i3 7100U 2.4GHz,Intel Core i3-7100U @ 2.40GHz,1391,Nvidia,191,1303,Nvidia GeForce 930MX                              ,GeForce 930MX                                     ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Mid Range,716.0,8,1,1080,1920,0,0,0,0,1,0,2.1
0,0,0,0,0,1,0,0,0,0,0,0,Intel,4,5950,Intel Core i7 8550U 1.8GHz,Intel Core i7-8550U @ 1.80GHz,2071,Intel,247,1037,Intel UHD Graphics 620                            ,Intel UHD Graphics 620                            ,13.9,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,2099.0,16,1,2160,3840,0,1,1,0,0,0,1.4
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5950,Intel Core i7 8550U 1.8GHz,Intel Core i7-8550U @ 1.80GHz,2071,Intel,247,1037,Intel UHD Graphics 620                            ,Intel UHD Graphics 620                            ,13.3,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1579.0,8,0,1080,1920,0,0,0,0,0,1,1.2
0,0,0,0,0,1,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050 Ti                        ,GeForce GTX 1050 Ti                               ,15.6,0,1,0,256.0,2000.0,1,0,0,0,0,1,0,Mid Range,1129.0,16,1,1080,1920,0,0,0,1,0,0,2.4
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,664,Intel Celeron Dual Core N3060 1.6GHz,Intel Celeron N3060 @ 1.60GHz,629,Intel,218,922,Intel HD Graphics 400                             ,Intel HD Graphics 620                             ,14.0,1,0,0,32.0,0.0,0,0,0,0,0,1,0,Budget,279.0,2,0,768,1366,0,0,0,0,1,0,1.44
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,6371,Intel Core i7 8650U 1.9GHz,Intel Core i7-8650U @ 1.90GHz,2158,Intel,247,1037,Intel UHD Graphics 620                            ,Intel UHD Graphics 620                            ,15.6,0,0,0,512.0,0.0,1,0,0,0,0,1,0,Mid Range,1607.96,16,0,1080,1920,0,0,0,0,0,1,1.88
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,1128,Intel Celeron Dual Core N3350 1.1GHz,Intel Celeron N3350 @ 1.10GHz,809,Intel,218,922,Intel HD Graphics 500                             ,Intel HD Graphics 620                             ,11.6,1,0,0,32.0,0.0,0,0,0,0,0,1,0,Budget,375.0,4,0,768,1366,0,1,1,0,0,0,1.5
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5940,Intel Core i5 8250U 1.6GHz,Intel Core i5-8250U @ 1.60GHz,1932,AMD,579,1012,AMD Radeon 530                                    ,RadeonT R5 430                                    ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Mid Range,663.0,8,0,1080,1920,0,0,0,0,0,1,1.9
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,15.6,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,2027.42,16,0,2160,3840,0,1,0,0,1,0,2.06
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1304.0,8,0,1080,1920,0,0,0,0,1,0,1.84
0,0,0,0,0,0,0,1,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,693,8782,Nvidia GeForce GTX 1060                           ,GeForce GTX 1060 5GB                              ,17.3,0,1,0,128.0,1000.0,1,0,0,0,0,1,0,Mid Range,1409.0,8,0,1080,1920,0,0,0,1,0,0,2.7
0,0,0,0,1,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,313,3347,Nvidia Quadro M1200                               ,Quadro M1200                                      ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,High End,1738.27,8,0,1080,1920,0,0,0,0,0,0,2.6
0,0,0,0,0,0,0,0,0,0,0,1,Intel,2,3280,Intel Core i7 6500U 2.5GHz,Intel Core i7-6500U @ 2.50GHz,1709,Nvidia,191,1303,Nvidia GeForce 930M                               ,GeForce 930MX                                     ,15.6,0,0,0,512.0,0.0,1,0,0,0,0,1,0,Mid Range,1403.0,16,1,1080,1920,0,0,0,0,1,0,2.4
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5950,Intel Core i7 8550U 1.8GHz,Intel Core i7-8550U @ 1.80GHz,2071,AMD,579,1012,AMD Radeon 530                                    ,RadeonT R5 430                                    ,15.6,0,1,0,128.0,2000.0,1,0,0,0,0,1,0,Mid Range,970.9,8,0,1080,1920,0,0,0,0,1,0,2.02
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,1128,Intel Celeron Dual Core N3350 1.1GHz,Intel Celeron N3350 @ 1.10GHz,809,Intel,218,922,Intel HD Graphics 500                             ,Intel HD Graphics 620                             ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,0,0,Budget,321.99,4,0,768,1366,0,0,0,0,1,0,2.2
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5107,Intel Core i5 7300HQ 2.5GHz,Intel Core i5-7300HQ @ 2.50GHz,1968,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Mid Range,999.0,8,0,1080,1920,0,0,0,1,0,0,2.65
0,0,0,1,0,0,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,15.6,0,1,0,2000.0,0.0,0,0,0,0,0,1,0,Budget,557.37,8,0,768,1366,0,1,0,0,1,0,2.36
0,0,0,1,0,0,0,0,0,0,0,0,Intel,2,3745,Intel Core i5 7300U 2.6GHz,Intel Core i5-7300U @ 2.60GHz,1965,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1427.0,8,0,1080,1920,0,0,0,0,1,0,1.36
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,2274,Intel Core i3 6006U 2GHz,Intel Core i3-6006U @ 2.00GHz,1165,Intel,218,922,Intel HD Graphics 520                             ,Intel HD Graphics 620                             ,15.6,0,1,0,500.0,0.0,0,0,0,0,0,1,0,Budget,439.0,4,0,768,1366,0,0,0,0,1,0,1.86
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,945.0,8,0,1080,1920,0,0,0,0,1,0,2.0
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Nvidia,686,2637,Nvidia GeForce GTX 940MX                          ,MONSTER GeForce GTX 675M                          ,17.3,0,1,0,128.0,1000.0,1,0,0,0,0,1,0,Mid Range,719.0,6,0,900,1600,0,0,0,0,1,0,2.8
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Mid Range,639.0,8,0,1080,1920,0,0,0,0,1,0,1.86
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,2274,Intel Core i3 6006U 2GHz,Intel Core i3-6006U @ 2.00GHz,1165,Nvidia,150,1092,Nvidia GeForce 920MX                              ,GeForce 920MX                                     ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,0,0,Budget,499.0,8,0,768,1366,0,0,0,0,1,0,2.2
0,0,0,0,1,0,0,0,0,0,0,0,Intel,4,1361,Intel Pentium Quad Core N3710 1.6GHz,Intel Pentium N3710 @ 1.60GHz,685,Intel,218,922,Intel HD Graphics 405                             ,Intel HD Graphics 620                             ,15.6,0,1,0,2000.0,0.0,0,0,0,0,0,1,0,Budget,389.0,8,0,768,1366,0,0,0,0,1,0,2.04
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5940,Intel Core i5 8250U 1.6GHz,Intel Core i5-8250U @ 1.60GHz,1932,AMD,579,1012,AMD Radeon 530                                    ,RadeonT R5 430                                    ,17.3,0,1,0,128.0,1000.0,1,0,0,0,0,1,0,Mid Range,1085.0,8,0,1080,1920,0,0,0,0,1,0,2.8
0,0,0,0,0,1,0,0,0,0,0,0,Intel,4,5107,Intel Core i5 7300HQ 2.5GHz,Intel Core i5-7300HQ @ 2.50GHz,1968,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,15.6,0,1,0,128.0,1000.0,1,0,0,0,0,0,0,Mid Range,809.0,8,1,1080,1920,0,0,0,1,0,0,2.4
0,0,0,1,0,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,AMD,182,913,AMD Radeon R7 M445                                ,Radeon R7 M445                                    ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,899.0,8,0,1080,1920,0,0,0,0,1,0,2.33
0,0,0,0,1,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,256.0,0.0,1,0,0,0,0,1,0,High End,1750.0,8,1,1080,1920,0,0,0,0,0,1,1.36
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Nvidia,515,7314,Nvidia GeForce GT 940MX                           ,GeForce GTX 980M                                  ,15.6,0,1,0,512.0,2000.0,1,0,0,0,0,1,0,Mid Range,1099.0,12,0,1080,1920,0,1,1,0,0,0,2.26
1,0,0,0,0,0,0,0,0,0,0,0,AMD,2,1515,AMD A9-Series 9420 3GHz,AMD A9-9420,1318,AMD,810,9669,AMD Radeon R5                                     ,Radeon RX 590                                     ,15.6,0,0,0,128.0,0.0,1,0,0,0,0,1,0,Budget,426.0,4,0,768,1366,0,0,0,0,1,0,2.1
0,0,1,0,0,0,0,0,0,0,0,0,AMD,8,23278,AMD Ryzen 1700 3GHz,AMD Ryzen 7 6800H,3338,AMD,885,7798,AMD Radeon RX 580                                 ,Radeon RX 580X                                    ,17.3,0,1,0,256.0,1000.0,1,0,0,0,0,1,0,High End,2199.0,16,1,1080,1920,0,0,0,1,0,0,3.25
0,0,0,0,0,1,0,0,0,0,0,0,AMD,4,1800,AMD A8-Series 7410 2.2GHz,AMD A8-7410 APU,799,AMD,810,9669,AMD Radeon R5                                     ,Radeon RX 590                                     ,17.3,0,0,0,128.0,0.0,1,0,0,0,0,1,0,Budget,489.0,4,0,900,1600,0,0,0,0,1,0,2.6
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5950,Intel Core i7 8550U 1.8GHz,Intel Core i7-8550U @ 1.80GHz,2071,Intel,247,1037,Intel UHD Graphics 620                            ,Intel UHD Graphics 620                            ,13.3,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,869.01,8,0,1080,1920,0,1,1,0,0,0,1.62
0,0,0,0,1,0,0,0,0,0,0,0,AMD,2,1515,AMD A9-Series 9420 3GHz,AMD A9-9420,1318,AMD,810,9669,AMD Radeon R5                                     ,Radeon RX 590                                     ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Budget,488.99,4,0,1080,1920,0,0,0,0,1,0,1.91
0,0,0,0,0,1,0,0,0,0,0,0,Intel,4,1931,Intel Celeron Quad Core N3450 1.1GHz,Intel Celeron N3450 @ 1.10GHz,762,Intel,218,922,Intel HD Graphics 500                             ,Intel HD Graphics 620                             ,11.6,0,0,0,128.0,0.0,1,0,0,0,0,1,0,Budget,553.0,4,1,768,1366,0,0,0,0,1,0,1.59
0,0,0,1,0,0,0,0,0,0,0,0,Intel,2,664,Intel Celeron Dual Core N3060 1.60GHz,Intel Celeron N3060 @ 1.60GHz,629,Intel,218,922,Intel HD Graphics 400                             ,Intel HD Graphics 620                             ,15.6,0,1,0,500.0,0.0,0,0,0,0,0,1,0,Budget,309.0,4,0,768,1366,0,0,0,0,1,0,1.8
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,1128,Intel Celeron Dual Core N3350 1.1GHz,Intel Celeron N3350 @ 1.10GHz,809,Intel,218,922,Intel HD Graphics 500                             ,Intel HD Graphics 620                             ,14.0,1,0,0,32.0,0.0,0,0,0,0,0,1,0,Budget,286.0,4,0,768,1366,0,0,0,0,1,0,1.5
1,0,0,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,15.6,0,1,0,1000.0,0.0,0,0,0,1,0,0,0,Mid Range,846.0,8,0,1080,1920,0,0,0,0,1,0,2.4
0,0,0,0,1,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,17.3,0,1,0,128.0,1000.0,1,0,0,0,0,1,0,Mid Range,1191.0,8,1,1080,1920,0,0,0,1,0,0,3.35
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,2274,Intel Core i3 6006U 2GHz,Intel Core i3-6006U @ 2.00GHz,1165,Intel,218,922,Intel HD Graphics 520                             ,Intel HD Graphics 620                             ,15.6,0,0,0,128.0,0.0,1,0,0,0,0,0,0,Budget,403.5,4,0,1080,1920,0,0,0,0,1,0,1.85
0,0,1,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,693,8782,Nvidia GeForce GTX 1060                           ,GeForce GTX 1060 5GB                              ,15.6,0,1,0,128.0,1000.0,1,0,0,0,0,1,0,High End,1655.0,8,1,1080,1920,0,0,0,1,0,0,2.3
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Nvidia,171,1504,Nvidia GeForce 940MX                              ,GeForce 940MX                                     ,14.0,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1099.0,8,1,1080,1920,0,0,0,0,1,0,1.5
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,13.3,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,1748.9,16,0,1080,1920,0,1,0,0,0,1,1.1
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,2282.0,8,1,1440,2560,0,0,0,0,0,1,1.13
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,2719,Intel Core i3 7100U 2.4GHz,Intel Core i3-7100U @ 2.40GHz,1391,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,13.3,0,0,0,128.0,0.0,1,0,0,0,0,1,0,Budget,549.0,4,1,1080,1920,0,0,0,0,1,0,1.5
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,5126,Intel Core i5 6440HQ 2.6GHz,Intel Core i5-6440HQ @ 2.60GHz,2004,AMD,307,1341,AMD FirePro W5130M                                ,FirePro W5130M                                    ,15.6,0,1,0,500.0,0.0,0,0,0,0,0,1,0,Mid Range,1369.0,8,0,1080,1920,0,0,0,0,0,0,2.23
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,6934,Intel Core i7 6820HQ 2.7GHz,Intel Core i7-6820HQ @ 2.70GHz,1991,Nvidia,313,3347,Nvidia Quadro M1200                               ,Quadro M1200                                      ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,High End,2135.0,8,1,1080,1920,0,0,0,0,0,0,2.0
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,2509.0,16,0,1440,2560,0,1,1,0,0,0,1.42
0,0,1,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,17.3,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Mid Range,1039.0,8,0,1080,1920,0,0,0,1,0,0,3.0
0,0,1,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050 Ti                        ,GeForce GTX 1050 Ti                               ,17.3,0,1,0,256.0,1000.0,1,0,0,0,0,1,0,Mid Range,1591.0,16,0,1080,1920,0,0,0,1,0,0,3.0
1,0,0,0,0,0,0,0,0,0,0,0,Intel,4,5940,Intel Core i5 8250U 1.6GHz,Intel Core i5-8250U @ 1.60GHz,1932,Nvidia,195,1899,Nvidia GeForce MX130                              ,GeForce MX130                                     ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Mid Range,693.99,12,1,768,1366,0,0,0,0,1,0,2.2
0,0,0,0,0,0,0,1,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050 Ti                        ,GeForce GTX 1050 Ti                               ,17.3,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1349.0,8,0,1080,1920,0,0,0,1,0,0,2.7
0,0,0,1,0,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,AMD,182,913,AMD Radeon R7 M445                                ,Radeon R7 M445                                    ,15.6,0,0,0,256.0,0.0,1,0,0,1,0,0,0,Mid Range,778.87,8,0,1080,1920,0,0,0,0,1,0,2.33
0,0,0,0,1,0,0,0,0,0,0,0,AMD,2,1515,AMD A9-Series 9420 3GHz,AMD A9-9420,1318,AMD,164,470,AMD Radeon 520                                    ,Radeon R5 M420                                    ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Budget,499.0,4,0,1080,1920,0,0,0,0,0,1,1.91
0,0,0,0,0,1,0,0,0,0,0,0,Intel,4,5950,Intel Core i7 8550U 1.8GHz,Intel Core i7-8550U @ 1.80GHz,2071,AMD,336,3166,AMD Radeon RX 550                                 ,RadeonT RX 5500M                                  ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,1229.56,8,1,1080,1920,0,0,0,0,1,0,2.1
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,3413,Intel Core i5 7200U 2.5GHz,Intel Core i5-7200U @ 2.50GHz,1780,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,256.0,0.0,1,0,0,0,0,1,0,Mid Range,938.0,8,1,1080,1920,0,0,0,0,1,0,1.9
0,0,0,1,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,313,3347,Nvidia Quadro M1200                               ,Quadro M1200                                      ,15.6,0,0,0,256.0,0.0,1,0,0,0,0,1,0,High End,2712.0,8,0,2160,3840,0,1,0,0,0,0,1.78
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,1000.0,0.0,1,0,0,0,0,1,0,High End,2625.0,16,1,1440,2560,0,0,0,0,0,1,1.13
0,0,0,0,0,1,0,0,0,0,0,0,Intel,2,1128,Intel Celeron Dual Core N3350 1.1GHz,Intel Celeron N3350 @ 1.10GHz,809,Intel,218,922,Intel HD Graphics 500                             ,Intel HD Graphics 620                             ,15.6,0,1,0,1000.0,0.0,0,0,0,0,0,1,0,Budget,306.0,4,0,768,1366,0,0,0,0,1,0,2.2
0,0,1,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,17.3,0,1,0,256.0,1000.0,1,0,0,0,0,1,0,Mid Range,1529.0,16,0,1080,1920,0,0,0,1,0,0,2.9
0,0,0,0,0,1,0,0,0,0,0,0,Intel,4,5940,Intel Core i5 8250U 1.6GHz,Intel Core i5-8250U @ 1.60GHz,1932,AMD,336,3166,AMD Radeon RX 550                                 ,RadeonT RX 5500M                                  ,15.6,0,1,0,256.0,1000.0,1,0,0,0,0,1,0,Mid Range,1144.5,8,1,1080,1920,0,0,0,0,1,0,2.1
1,0,0,0,0,0,0,0,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,651,6315,Nvidia GeForce GTX 1050                           ,GeForce GTX 1050 Ti                               ,15.6,0,0,0,256.0,0.0,1,0,0,1,0,0,0,Mid Range,879.0,8,0,1080,1920,0,0,0,0,1,0,2.5
0,0,0,0,0,0,0,1,0,0,0,0,Intel,4,6955,Intel Core i7 7700HQ 2.8GHz,Intel Core i7-7700HQ @ 2.80GHz,2069,Nvidia,875,14489,Nvidia GeForce GTX 1070                           ,GeForce GTX 1070 Ti                               ,17.3,0,1,0,256.0,1000.0,1,0,0,0,0,1,0,High End,2249.0,16,0,1080,1920,0,0,0,1,0,0,2.8
0,0,1,0,0,0,0,0,0,0,0,0,Intel,2,3654,Intel Core i7 7500U 2.7GHz,Intel Core i7-7500U @ 2.70GHz,1948,Intel,218,922,Intel HD Graphics 620                             ,Intel HD Graphics 620                             ,14.0,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,1873.0,8,0,1080,1920,0,0,0,0,0,1,1.1
0,0,0,0,0,0,0,0,0,0,0,1,Intel,2,3280,Intel Core i7 6500U 2.5GHz,Intel Core i7-6500U @ 2.50GHz,1709,Intel,218,922,Intel HD Graphics 520                             ,Intel HD Graphics 620                             ,13.3,0,0,0,512.0,0.0,1,0,0,0,0,1,0,High End,1747.0,16,0,1080,1920,0,0,0,0,0,1,1.2
